"31","去","qù","Go","1","163054","Core/common verbs (be, have, do)","An arrowhead pierces the sky, head toward the horizon with purpose.","""去"" is a common Chinese verb meaning ""to go,"" and as an adverb or preposition, it can mean ""already have gone."" It's frequently used in everyday language. Other words like ""went"" (past tense) or phrases such as ""go to"" (infinitive form for destination) are often interchangeable depending on the context.","1. 我要去学校了。 2. 他去北京已经十年了。 3. 明天我要跟你一起去图书馆。"
"32","没","méi","No","1","159508","Prepositions & localizers","A broken mirror reflecting nothing but emptiness and reflection.","The Chinese word ""没"" (拼音: méi) corresponds to the English words ""not have"" or ""do not.""",""
"33","和","hé","And","1","150418","Conjunctions & connectives","A gentle breeze connecting all things in harmony.","The Chinese character 和 (hé) primarily means ""peace,"" but it is most commonly used as a conjunction, similar to the English word ""and,"" connecting words or phrases in a neutral tone. It can also mean ""harmony"" and occasionally be used as a verb, though this usage is less common than its role as a connector.","1. 我和他一起去公园了。   2. 天气很好，和也很舒服。   3. 饭和菜一起吃更好。"
"34","他们","tāmen","They","1","140460","Pronouns","Three friends walking together under the rainbow.","This refers to ""they"" or ""them"" in English, which is a pronoun used for multiple people of unspecified gender. It's the standard and commonly used word for plural third person referents without specifying who exactly they are. While other terms like ""he/she"" exist for singular, there isn't always a direct single-word equivalent for inclusive plural reference beyond variations of ""they"".","1. 他们昨天加班到很晚。 2. 我们需要先问一下他们的意见。 3. 他们周末经常一起出去玩。"
"35","到","dào","Reach","1","139534","Prepositions & localizers","Arrival sign with an arrow pointing towards the iconic landmark.","""到"" (dào) means to arrive or reach a destination. It is very common and frequently used in contexts related to time, place, and purpose, for instance: ""我明天8点到公司"" (I will arrive at the company tomorrow at 8 o'clock), ""几点到?"" (What time does it arrive/occur?), or ""你的意见到了吗?"" (Has your opinion arrived/reached consideration?). Other words like ""arrive"", ""reach/go to"", and ""come to"" can also be used depending on context, though they may imply slightly different nuances.","1. 我明天要到机场接你。 2. 他走到河边停下，看着河水流淌。 3. 直到你来之前都没下雨。"
"36","对","duì","Right","1","132805","Prepositions & localizers","A heart shape embraces a dove carrying an olive branch, surrounded by blooming red roses.","""对"" means ""correct"", or can be used to express agreement (like ""yes""). It is a very common word in Chinese. Other words that could mean similar things include ""right"", ""true"", and ""accurate"".",""
"37","也","yě","Also","1","131801","Conjunctions & connectives","Two things exist side by side.","The Chinese word ""也"" (yě) is a versatile character primarily used as a grammatical particle, meaning ""too,"" ""also,"" or serving to confirm and add emphasis. It can function similarly to the English word ""then"" in some contexts. Although it has multiple uses including indicating time progression or confirming statements, its most common application is to mean ""also."" Due to being an auxiliary character with several functions depending on context (like also, too, then), there isn't a single equivalent English term; instead, similar words would be those that connect ideas or add emphasis.","1. 我喜欢看书，他也喜欢看书。   2. 他去了北京，我也要去北京。   3. 天气真好，你也可以出去玩。"
"38","啊","a","Auxiliary word","2","130963","Interjections & discourse markers","A relaxed face with a slightly open mouth, as if sighing contentedly.","""Ah"" is a versatile Chinese interjection or particle used in informal speech to express surprise, realization, slight emphasis, or sometimes frustration. It's commonly used functionally rather than for its literal meaning (which translates roughly as ""ah""). Other words like 喂 (wèi) which can mean ""hello"" or attention depending on context, and 不好意思 (bú hǎo yìsi) - ""excuse me"", might serve similar contextual roles.",""
"39","还","huán","Return; pay back","1","130326","Conjunctions & connectives","The returning waves slowly reveal the shore.","The Chinese word ""还"" (huan) translates to ""still,"" ""yet,"" or indicates returning something in English. It is commonly used, especially when referring to time or continuation (""I am still here""), or for repayment and return actions (""return"" as a verb). Other words that can be similar include using context-specific terms like ""again"" (for repetitive actions) or simply stating the action if it's about giving back something.",""
"40","还","hái","Also; still; yet","1","130326","Conjunctions & connectives","The returning waves slowly reveal the shore.","The Chinese word ""还"" (huan) translates to ""still,"" ""yet,"" or indicates returning something in English. It is commonly used, especially when referring to time or continuation (""I am still here""), or for repayment and return actions (""return"" as a verb). Other words that can be similar include using context-specific terms like ""again"" (for repetitive actions) or simply stating the action if it's about giving back something.",""
"41","把","bǎ","Measure word","3","124534","Quantity & degree","Imagine a hand firmly holding onto the base of an object, providing support and stability.","The Chinese word ""把"" (bǎ) primarily functions as a structural auxiliary verb to introduce the object of an action and then connect it with its purpose or result, essentially meaning ""to use [the object] for..."" or similar. It is extremely common in modern Mandarin and crucial for forming many standard sentence structures where a direct object followed by a complement describes how that object was used. For instance, instead of saying just the verb (e.g., 看 kàn - watch), you would say 把书看完了 bǎ shū kàn wán le to mean ""finished watching the book."" Other words like 用 yòng (""use"") or 手把手 shǒu bǎ zhǐ (""hand by hand"") can sometimes replace it depending on context, but ""把"" has a distinct grammatical function.",""
"42","把","bǎ","Particle marking the following","3","124534","Quantity & degree","Imagine a hand firmly holding onto the base of an object, providing support and stability.","The Chinese word ""把"" (bǎ) primarily functions as a structural auxiliary verb to introduce the object of an action and then connect it with its purpose or result, essentially meaning ""to use [the object] for..."" or similar. It is extremely common in modern Mandarin and crucial for forming many standard sentence structures where a direct object followed by a complement describes how that object was used. For instance, instead of saying just the verb (e.g., 看 kàn - watch), you would say 把书看完了 bǎ shū kàn wán le to mean ""finished watching the book."" Other words like 用 yòng (""use"") or 手把手 shǒu bǎ zhǐ (""hand by hand"") can sometimes replace it depending on context, but ""把"" has a distinct grammatical function.",""
"43","让","ràng","Give Way","2","123809","Modal verbs & auxiliaries","hands together in a peaceful gesture","""让"" in English can mean ""to give"", as in giving someone a seat or allowing them to go first, and also means ""allow"" or ""let"", such as permitting passage. It can be used as a preposition meaning ""for the sake of"" or to indicate concession, similar to ""even if"" or ""though"".",""
"44","做","zuò","Do","1","122364","Core/common verbs (be, have, do)","Hammer strikes a wooden board, shavings fly.","The Chinese word ""做"" primarily means ""to do"" or ""to make,"" and it is extremely common, used in a wide variety of contexts to indicate performing an action. It can be translated into English as ""do"" (for general actions) or ""make"" (when referring to producing something), but the exact translation often depends on the specific context and nuance required.",""
"45","给","gěi","Give","1","117218","Particles & function words","A person giving a gift.","The Chinese word ""给"" (gěi) is a verb meaning to give or provide, and it's commonly used. It can also be part of compound words like ""给予"" (gěi yǔ), which means to grant or bestow something more formally. Other similar terms include ""送"", for sending, and ""赠"", for presenting as a gift.",""
"46","上","shàng","Upper","1","114371","Movement & position","An upward arrowhead piercing through the clouds, with a shaft of sunlight illuminating its path.","The character 上 means ""up"" or the direction opposite from down, and is commonly used to describe vertical movements or positions relative to others. It can also be a verb meaning ""to go up,"" such as in climbing stairs. Additionally, it is frequently employed with other characters to indicate being above (e.g., time: 上午 morning; position/level/rank). Other words that might be substituted depending on context include 走 (walk) or 去 (go), but these often require additional components for the full meaning.",""
"47","你们","nǐmen","You","1","112946","Pronouns","A gathering of diverse faces surrounded by a common symbol, evoking unity and shared identity.","""你们"" is a Chinese word meaning ""you (plural)"" or ""your group."" It's commonly used as a second-person pronoun to address multiple people and can be employed in both formal and informal contexts. Other words like ""咱们"" might substitute in very casual speech, but ""你们"" itself is standard and widely applicable.",""
"48","过","guò","Pass","1","112388","Particles & function words","A falling leaf is carried by the wind, passing over a river.","The Chinese word ""过"" (guo) primarily functions as a grammatical particle indicating past action or completion, similar to ""-ed"" in English verbs; however, it can also mean ""pass,"" ""over,"" or be part of words like 过去 (past), 经过 (passed through), and 错过 (missed). It is commonly used. Other alternatives for its aspectual use include finished/has done or have completed, depending on the context; alternatively, for indicating completion, one might say ""completed"" or ""done.""",""
"49","没有","méiyǒu","Have not; no","1","108237","","The character is a simple square, but inside there's nothing.","No basic meaning in English corresponds exactly to this Chinese word. It is commonly used as a negation for the existence or presence of something, directly translated as ""have no"" and means simply that there is none or not present.",""
"50","得","de","Auxiliary verb","2","105189","Particles & function words","A golden coin falling into a cupped hand, surrounded by a soft cloud-like glow.","The word 得 (neutral) primarily means 'get', 'obtain', or refers to understanding and gaining something; it is very common with various usages like achieving a result or receiving an advantage. The other tone 得 could mean 'should have gotten' or be used in constructions indicating completion, but the basic meaning of acquisition/understanding is central for 得 (often implying successful attainment).",""
"51","得","dé","Get","2","105189","Particles & function words","A golden coin falling into a cupped hand, surrounded by a soft cloud-like glow.","The word 得 (neutral) primarily means 'get', 'obtain', or refers to understanding and gaining something; it is very common with various usages like achieving a result or receiving an advantage. The other tone 得 could mean 'should have gotten' or be used in constructions indicating completion, but the basic meaning of acquisition/understanding is central for 得 (often implying successful attainment).",""
"52","看","kàn","See","1","102546","Core/common verbs (be, have, do)","Her eyelids parting like a book opening, revealing the world outside.","To look or see, as in ""to watch"" or ""to observe."" It's commonly used for seeing something visually. Other words like observe, view, glance can sometimes be used depending on the context and nuance required.","1. 他正在看书. 2. 我看见窗户没关, 记得关上. 3. 他盯着电脑屏幕看了很久."
"53","真","zhēn","Really","1","102445","Logical & truth-related terms (true/false, possible/necessary)","The purest essence, untainted by illusion.","The Chinese word ""真"" primarily means ""true,"" and it can also refer to the concept of authenticity or reality. It is commonly used as an adjective in various contexts, such as describing genuine emotions or situations (e.g., 真感情 zhēn gǎnméng meaning heartfelt feelings). Other words that could be used similarly include 其实 (actually), 实在 (indeed/genuinely), and 诚然 (frankly/though).","1. 真的是吗？我不太确定呢。  2. 他很真心实意地想要帮助你。  3. 这个东西有点假，不太像真的。"
"54","着","zhe","In process of","1","100091","Particles & function words","He wears the world on his shoulders.","""着"" (zháo) is a versatile Chinese character that can function as both a verb meaning ""to wear, put on, or cook,"" and an auxiliary particle in modern usage. As part of compound words like “穿着” (chuāng zhe), it commonly means ""wearing."" In verbs followed by supplementary clauses, such as “走着” (zǒu zhe) meaning ""walking"" or “做着” (zuò zhe) meaning ""doing,"" it indicates an ongoing action. Although the character has historical uses related to fire and cooking in ancient times, its meanings have evolved significantly over time.",""
"55","事","shì","Thing","1","97715","Particles & function words","Cooking rice in a pot, steam rising from the surface.","The Chinese word ""事"" means matter or event. It is an important and very common character in the language, used frequently to refer to matters of importance or daily events. Common English equivalents include thing (as in “what's on your mind?” meaning a problem) or to deal with/tend to matters.",""
"56","怎么","zěnme","How","1","89166","Question words","A curved ink droplet hanging in mid-air, as if waiting for an answer.","“怎么” (n/r/ zěnmeyīng) is a common question word used to ask how something should be done or why it happens, functioning similarly to ""how"" or ""why"" in English. It's frequently heard and understood in Chinese conversation, especially when asking for methods or reasons. Other similar words include “如何” (rúhé), which is more formal, and “怎样” (zěnyàng), a direct synonym often used interchangeably with “怎么.”",""
"57","现在","xiànzài","Now","1","88120","Time expressions","Now is the time when sand slips through an hourglass.","Now means right now, at the present time.",""
"58","可以","kěyǐ","Sure","2","79198","Modal verbs & auxiliaries","Please provide a Chinese character and I will describe what it represents.","This Chinese word means ""can"" or ""may,"" expressing possibility, permission, request, or agreement. It is very commonly used in everyday conversation and situations where alternatives might be considered if the direct meaning of ""yes"" feels too blunt. Other words that could convey a similar idea include 能 (to be able to), 会 (able to / will) , 愿意 (willing), 吗 (question particle), or 可以吗 (polite request).","1. 这双鞋我可以穿两年多。   2. 我可以在家看会儿电视。   3. 你有空吗？可以一起看电影。"
"59","点","diǎn","Spot","1","77665","Quantity & degree","A single light beam piercing through the darkness.","",""
"60","呢","ne","Auxiliary word","1","76752","Interjections & discourse markers","Nì: A feathered bird gently holding a single leaf in its beak, as if to whisper something delicate.","""呢"" is a Chinese character that can function as both a noun and an auxiliary particle. As a noun, it specifically refers to the material ""cashmere,"" but this usage has become less common in modern Chinese due to its association with older dialects or contexts where it might not be well understood by all speakers. In contemporary Mandarin, it is more frequently used as an auxiliary verb meaning ""to knit"" (e.g., 做毛衣 - zuò máoyī), though this term has evolved and may sometimes imply other forms of textile crafting beyond knitting; alternatively, the word 编织 (biānzhī) means to weave or knit.",""
"61","如果","rúguǒ","If","2","76417","Conjunctions & connectives","When the ink wash blurs the edge, it creates a sense of uncertainty about what will come to pass.","“如果” is a conditional conjunction used to introduce an assumption or hypothetical situation in sentences, meaning ""if"" or ""supposing"". It's commonly used and there are other words like “假如”, “要是”, etc., that can serve similar functions.",""
"62","只","zhǐ","Only; just; simply; merely","2","72698","Quantity & degree","A close-up shot of a person's focused eyes, with only one clear thought visible in the depths.","The Chinese character ""只"" (zhǐ) primarily means a unit of measurement for animals, like ""一只鸟"" meaning one bird. It can also be used as an adverb to mean only or merely, such as in ""只要一个人"" (just one person). In English, we might use ""piece"", ""item"", or specific animal units depending on the context, but it's most commonly associated with counting single animals like birds, rabbits, etc.","1. 鸡只叫了两声。 2. 只要十块钱就可以了。 3. 这本书只有这一本。"
"63","别","bié","Don't","1","69865","Prepositions & localizers","Imagine a pair of scissors cutting through misty rain or autumn leaves, symbolizing the act of parting ways and separation.","The Chinese word 别 (bié) means ""don't"" or can be used as an adverb meaning ""just,"" often in phrases like 别说 (bù shuō, don't say). It is commonly used. Sometimes the same character with a different tone may refer to parting or distinction, but this usage is less frequent and context-dependent. Another word that might replace it in some contexts is 别管 (biè guǎn), which means ""don't bother.""",""
"64","但","dàn","But; however","2","68241","Modal verbs & auxiliaries","A crack in the wall divides two contrasting scenes, hinting at a twist or contradiction.","But can mean ""however"" or ""but,"" and it's a common word used in English to show contrast. Other words like however, yet, on the other hand could be used depending on context.",""
"65","被","bèi","Cover","3","65695","Particles & function words","A soft, fluffy blanket covering everything in sight.","The Chinese character 被 (pī) primarily functions as a grammatical particle in the past tense, meaning 'to be covered with' or more commonly used as an auxiliary verb indicating passivity, equivalent to 'by' being added at the end of verbs. It transforms active statements into passive ones and can sometimes imply blame or reversal of causality depending on context.",""
"66","走","zǒu","Go, walk","1","65258","Core/common verbs (be, have, do)","Imagine a figure in motion, with legs stretching forward on a winding path leading towards an open landscape, symbolizing the essence of walking or moving.","This character means ""to walk"" or ""pedestrian,"" among other things. It is a very common word in Chinese for describing walking actions or pedestrian-related concepts. Other words like 跑 (running), 逃 (escape/flee), 疾走 (run quickly) describe different types of movement, while 避免 (avoid) and 推迟 (postpone) can be used to discuss actions that involve not going somewhere or delaying one's progress.",""
"67","太","tài","Too","1","65151","","The sun rises, too bright to look at directly.","The character 太 means ""too,"" and is commonly used as an adverb in informal contexts, similar to English words like too much or excessively. It can be part of other characters with different meanings but typically forms a word when combined (e.g., 大 - big).",""
"68","这样","zhèyàng","So; such; like this; this way","2","64295","Pronouns","Imagine one clear, sharp arrow pointing to another distinct pattern or shape, emphasizing a specific manner.","This phrase is used to refer to a certain way or manner.",""
"69","里","lǐ","In","1","63276","Movement & position","At the end of a long street, hidden in shadows.","",""
"70","跟","gēn","With","1","62979","Prepositions & localizers","Followers leave their footprints like a shadow on the sand, steadfastly pursuing those ahead.","This Chinese character means 'to follow', 'to match' or 'to keep pace with'. It's commonly used in words like ""follow suit"", although not as frequently encountered standalone as some other terms. Other words that could be used for similar concepts include ""跟随"" (following), ""跟踪"" (tracking), or ""赶上"" (catching up).",""
"71","告诉","gàosù","Tell","1","61222","","An illustration showing a person speaking, with the word ""small"" at their feet representing humility and simplicity in communication.","The Chinese word ""告诉"" means to inform or tell someone about something. It is commonly used in various contexts where one person conveys information to another. In English, the most direct translation would be ""tell,"" but depending on the context and tone, other words like ""inform,"" ""notify,"" or even more specific terms such as ""advise"" might also be appropriate if you are looking for alternatives that fit a particular situation better.","1. 我告诉你昨天发生的事情了。 2. 妈妈告诉我别吃太多甜食。 3. 他告诉老师那道题的答案。"
"72","因为","yīnwèi","Because","2","59823","Conjunctions & connectives","Because of this, a clear wave breaks through the square boundary, symbolizing explanation and cause-effect.","Because is the translation for ""因为"". It means due to or for the reason that. This word is very commonly used in English to indicate causality or provide reasons. Other words like since, owing to, or as a result can also be used depending on context.",""
"73","自己","zìjǐ","Own, self","2","57978","Pronouns","A solitary figure stands before a mirror, reflecting the self.","“自己” means oneself, and it is a very common word in English. It can be translated as ""oneself"" or ""self."" Both terms are used frequently depending on the context.","1. 我会自己洗衣服。 2. 我对自己说：“加油！” 3. 这个问题我自己会处理的。"
"74","再","zài","Again","1","56520","Conjunctions & connectives","Revolving again, the cycle of life continues.","This character is a common Chinese word meaning ""again"" or ""once more"". It's frequently used in various contexts and can be translated to English as ""again"", which captures its basic meaning.","1. 我想再试一次，希望这次能成功。   2. 你能再说一遍吗？我没听清楚。   3. 告别时，我们说了再见。"
"75","听","tīng","Hear","1","54888","Core/common verbs (be, have, do)","An ear and an open mouth, suggesting listening intently.","The Chinese word 听 primarily means ""to hear"" or ""listening,"" but it can also imply paying attention to something being said, often in formal contexts like attending meetings where testimony is heard. It is commonly used and generally does not have direct substitutes as other characters with similar sounds may refer to different concepts (like listening carefully, hearing a sound).","1. 我想听听今天新出的音乐专辑。   2. 你把电视关了他在房间里听话。   3. 狗叫的声音听起来很有趣。"
"76","这里","zhèlǐ","Here","1","53900","Pronouns","Imagine a bright yellow arrow pointing to a specific location, indicating presence or direction.","The Chinese word ""这里"" means ""here"" or ""this place,"" and it is commonly used to refer to a specific location. Other words that can be used in similar contexts include ""这儿"" (also meaning here) and ""此地"" (meaning this place).",""
